NovelId,SentenceId,Emotion,Text
1,11,Neutral,"""Wrongly guessed,"" said the princess, ""let the third give the answer, for I see very well he knows it for certain."""
1,12,Happiness,"Then the little tailor stepped boldly forth and said, ""The princess has a silver and a golden hair on her head, and those are the two different colors."""
1,13,Surprise,"When the princess heard that, she turned pale and nearly fell down with terror, for the little tailor had guessed her riddle, and she had firmly believed that no man on earth could discover it."
1,14,Neutral,"When her courage returned she said, ""Thou hast not won me yet by that; there is still something else that thou must do."
1,15,Neutral,"Below, in the stable is a bear with which thou shalt pass the night, and when I get up in the morning if thou art still alive, thou shalt marry me."""
1,16,Neutral,"She expected, however, she should thus get rid of the tailor, for the bear had never yet left any one alive who had fallen into his clutches."
1,17,Happiness,"The little tailor did not let himself be frightened away, but was quite delighted, and said, ""Boldly ventured is half won."""
1,18,Neutral,"When therefore the evening came, our little tailor was taken down to the bear."
1,19,Anger,"The bear was about to set at the little fellow at once, and give him a hearty welcome with his paws: ""Softly, softly,"" said the little tailor, ""I will soon make thee quiet."""
1,20,Happiness,"Then quite composedly, and as if he had not an anxiety in the world, he took some nuts out of his pocket, cracked them, and ate the kernels."
1,21,Happiness,"When the bear saw that, he was seized with a desire to have some nuts too."
1,22,Neutral,"The tailor felt in his pockets, and reached him a handful; they were, however, not nuts, but pebbles."
1,23,Anger,"The bear put them in his mouth, but could get nothing out of them, let him bite as he would."
1,24,Disgust,"""Eh!"" thought he, ""what a stupid blockhead I am!"
1,25,Disgust,"I cannot even crack a nut!"" and then he said to the tailor, ""Here, crack me the nuts."""
1,26,Neutral,"""There, see what a stupid fellow thou art!"" said the little tailor, ""to have such a great mouth, and not be able to crack a small nut!"""
1,27,Neutral,"Then he took the pebble and nimbly put a nut in his mouth in the place of it, and crack, it was in two!"
1,28,Neutral,"""I must try the thing again,"" said the bear; ""when I watch you, I then think I ought to be able to do it too."""
1,29,Neutral,"So the tailor once more gave him a pebble, and the bear tried and tried to bite into it with all the strength of his body."
1,30,Neutral,But no one will imagine that he accomplished it.
1,31,Neutral,"When that was over, the tailor took out a violin from beneath his coat, and played a piece of it to himself."
1,32,Happiness,"When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, ""Hark you, is the fiddle heavy?"""
1,33,Neutral,"""Light enough for a child."
1,34,Neutral,"Look, with the left hand I lay my fingers on it, and with the right I stroke it with the bow, and then it goes merrily, hop sa sa vivallalera!"""
1,35,Happiness,"""So,"" said the bear; ""fiddling is a thing I should like to understand too, that I might dance whenever I had a fancy."
1,36,Neutral,What dost thou think of that?
1,37,Neutral,"""Wilt thou give me lessons?"""
1,38,Happiness,"""With all my heart,"" said the tailor, ""if thou hast a talent for it."
1,39,Neutral,"But just let me see thy claws, they are terribly long, I must cut thy nails a little."""
1,40,Anger,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep."
1,41,Neutral,"When the princess heard the bear growling so fiercely during the night, she believed nothing else but that he was growling for joy, and had made an end of the tailor."
1,42,Surprise,"In the morning she arose careless and happy, but when she peeped into the stable, the tailor stood gaily before her, and was as healthy as a fish in water."
1,43,Neutral,"Now she could not say another word against the wedding because she had given a promise before every one, and the King ordered a carriage to be brought in which she was to drive to church with the tailor, and there she was to be married."
1,44,Anger,"When they had got into the carriage, the two other tailors, who had false hearts and envied him his good fortune, went into the stable and unscrewed the bear again."
1,45,Anger,The bear in great fury ran after the carriage.
1,46,Fear,"The princess heard him snorting and growling; she was terrified, and she cried, ""Ah, the bear is behind us and wants to get thee!"""
1,47,Neutral,"The tailor was quick and stood on his head, stuck his legs out of the window, and cried, ""Dost thou see the vise?"
1,48,Neutral,"If thou dost not be off thou shalt be put into it again."""
1,49,Fear,"When the bear saw that, he turned round and ran away."
1,50,Happiness,"The tailor drove quietly to church, and the princess was married to him at once, and he lived with her as happy as a woodlark."
1,51,Neutral,"Whosoever does not believe this, must pay a thaler."
2,0,Sadness,"Little brother took his little sister by the hand and said, ""Since our mother died we have had no happiness; our step-mother beats us every day, and if we come near her she kicks us away with her foot."
2,1,Sadness,"Our meals are the hard crusts of bread that are left over; and the little dog under the table is better off, for she often throws it a nice bit."
2,2,Sadness,May Heaven pity us.
2,3,Sadness,If our mother only knew!
2,4,Neutral,"Come, we will go forth together into the wide world."""
2,5,Sadness,"They walked the whole day over meadows, fields, and stony places; and when it rained the little sister said, ""Heaven and our hearts are weeping together."""
2,6,Sadness,"In the evening they came to a large forest, and they were so weary with sorrow and hunger and the long walk, that they lay down in a hollow tree and fell asleep."
2,7,Neutral,"The next day when they awoke, the sun was already high in the sky, and shone down hot into the tree."
2,8,Neutral,"Then the brother said, ""Sister, I am thirsty; if I knew of a little brook I would go and just take a drink; I think I hear one running."""
2,9,Neutral,"The brother got up and took the little sister by the hand, and they set off to find the brook."
2,10,Neutral,"But the wicked step-mother was a witch, and had seen how the two children had gone away, and had crept after them privily, as witches do creep, and had bewitched all the brooks in the forest."
2,11,Neutral,"Now when they found a little brook leaping brightly over the stones, the brother was going to drink out of it, but the sister heard how it said as it ran, ""Who drinks of me will be a tiger; who drinks of me will be a tiger."""
2,12,Fear,"Then the sister cried, ""Pray, dear brother, do not drink, or you will become a wild beast, and tear me to pieces."""
2,13,Neutral,"The brother did not drink, although he was so thirsty, but said, ""I will wait for the next spring."""
2,14,Neutral,"When they came to the next brook the sister heard this also say, ""Who drinks of me will be a wolf; who drinks of me will be a wolf."""
2,15,Fear,"Then the sister cried out, ""Pray, dear brother, do not drink, or you will become a wolf, and devour me."""
2,16,Anger,"The brother did not drink, and said, ""I will wait until we come to the next spring, but then I must drink, say what you like; for my thirst is too great."""
2,17,Neutral,"And when they came to the third brook the sister heard how it said as it ran, ""Who drinks of me will be a roebuck; who drinks of me will be a roebuck."""
2,18,Fear,"The sister said, ""Oh, I pray you, dear brother, do not drink, or you will become a roebuck, and run away from me."""
2,19,Neutral,"But the brother had knelt down at once by the brook, and had bent down and drunk some of the water, and as soon as the first drops touched his lips he lay there a young roebuck."
2,20,Sadness,"And now the sister wept over her poor bewitched brother, and the little roe wept also, and sat sorrowfully near to her."
2,21,Neutral,"But at last the girl said, ""Be quiet, dear little roe, I will never, never leave you."""
2,22,Neutral,"Then she untied her golden garter and put it round the roebuck""s neck, and she plucked rushes and wove them into a soft cord."
2,23,Neutral,"With this she tied the little beast and led it on, and she walked deeper and deeper into the forest."
2,24,Neutral,"And when they had gone a very long way they came at last to a little house, and the girl looked in; and as it was empty, she thought, ""We can stay here and live."""
2,25,Happiness,"Then she sought for leaves and moss to make a soft bed for the roe; and every morning she went out and gathered roots and berries and nuts for herself, and brought tender grass for the roe, who ate out of her hand, and was content and played round about her."
2,26,Neutral,"In the evening, when the sister was tired, and had said her prayer, she laid her head upon the roebuck""s back: that was her pillow, and she slept softly on it."
2,27,Neutral,And if only the brother had had his human form it would have been a delightful life.
2,28,Neutral,For some time they were alone like this in the wilderness.
2,29,Neutral,But it happened that the King of the country held a great hunt in the forest.
2,30,Surprise,"Then the blasts of the horns, the barking of dogs, and the merry shouts of the huntsmen rang through the trees, and the roebuck heard all, and was only too anxious to be there."
2,31,Sadness,"""Oh,"" said he, to his sister, ""let me be off to the hunt, I cannot bear it any longer;"" and he begged so much that at last she agreed."
2,32,Neutral,"""But,"" said she to him, ""come back to me in the evening; I must shut my door for fear of the rough huntsmen, so knock and say, ""My little sister, let me in!"" that I may know you; and if you do not say that, I shall not open the door."""
2,33,Happiness,Then the young roebuck sprang away; so happy was he and so merry in the open air.
2,34,Neutral,"The King and the huntsmen saw the pretty creature, and started after him, but they could not catch him, and when they thought that they surely had him, away he sprang through the bushes and could not be seen."
2,35,Neutral,"When it was dark he ran to the cottage, knocked, and said, ""My little sister, let me in."""
2,36,Neutral,"Then the door was opened for him, and he jumped in, and rested himself the whole night through upon his soft bed."
2,37,Happiness,"The next day the hunt went on afresh, and when the roebuck again heard the bugle-horn, and the ho! ho! of the huntsmen, he had no peace, but said, ""Sister, let me out, I must be off."""
2,38,Neutral,"His sister opened the door for him, and said, ""But you must be here again in the evening and say your pass-word."""
2,39,Neutral,"When the King and his huntsmen again saw the young roebuck with the golden collar, they all chased him, but he was too quick and nimble for them."
2,40,Neutral,"This went on for the whole day, but at last by the evening the huntsmen had surrounded him, and one of them wounded him a little in the foot, so that he limped and ran slowly."
2,41,Neutral,"Then a hunter crept after him to the cottage and heard how he said, ""My little sister, let me in,"" and saw that the door was opened for him, and was shut again at once."
2,42,Neutral,"The huntsman took notice of it all, and went to the King and told him what he had seen and heard."
2,43,Neutral,"Then the King said, ""To-morrow we will hunt once more."""
2,44,Fear,"The little sister, however, was dreadfully frightened when she saw that her fawn was hurt."
2,45,Neutral,"She washed the blood off him, laid herbs on the wound, and said, ""Go to your bed, dear roe, that you may get well again."""
2,46,Neutral,"But the wound was so slight that the roebuck, next morning, did not feel it any more."
2,47,Neutral,"And when he again heard the sport outside, he said, ""I cannot bear it, I must be there; they shall not find it so easy to catch me."""
2,48,Fear,"The sister cried, and said, ""This time they will kill you, and here am I alone in the forest and forsaken by all the world."
2,49,Fear,"I will not let you out."""
2,50,Anger,"""Then you will have me die of grief,"" answered the roe; ""when I hear the bugle-horns I feel as if I must jump out of my skin."""
2,51,Fear,"Then the sister could not do otherwise, but opened the door for him with a heavy heart, and the roebuck, full of health and joy, bounded into the forest."
2,52,Neutral,"When the King saw him, he said to his huntsmen, ""Now chase him all day long till night-fall, but take care that no one does him any harm."""
2,53,Neutral,"As soon as the sun had set, the King said to the huntsman, ""Now come and show me the cottage in the wood;"" and when he was at the door, he knocked and called out, ""Dear little sister, let me in."""
2,54,Surprise,"Then the door opened, and the King walked in, and there stood a maiden more lovely than any he had ever seen."
2,55,Fear,"The maiden was frightened when she saw, not her little roe, but a man come in who wore a golden crown upon his head."
2,56,Happiness,"But the King looked kindly at her, stretched out his hand, and said, ""Will you go with me to my palace and be my dear wife?"""
2,57,Happiness,"""Yes, indeed,"" answered the maiden, ""but the little roe must go with me, I cannot leave him."""
2,58,Neutral,"The King said, ""It shall stay with you as long as you live, and shall want nothing."""
2,59,Neutral,"Just then he came running in, and the sister again tied him with the cord of rushes, took it in her own hand, and went away with the King from the cottage."
2,60,Neutral,"The King took the lovely maiden upon his horse and carried her to his palace, where the wedding was held with great pomp."
2,61,Happiness,"She was now the Queen, and they lived for a long time happily together; the roebuck was tended and cherished, and ran about in the palace-garden."
2,62,Neutral,"But the wicked step-mother, because of whom the children had gone out into the world, thought all the time that the sister had been torn to pieces by the wild beasts in the wood, and that the brother had been shot for a roebuck by the huntsmen."
2,63,Anger,"Now when she heard that they were so happy, and so well off, envy and hatred rose in her heart and left her no peace, and she thought of nothing but how she could bring them again to misfortune."
2,64,Disgust,"Her own daughter, who was ugly as night, and had only one eye, grumbled at her and said, ""A Queen! that ought to have been my luck."""
2,65,Anger,"""Only be quiet,"" answered the old woman, and comforted her by saying, ""when the time comes I shall be ready."""
2,66,Neutral,"As time went on, the Queen had a pretty little boy, and it happened that the King was out hunting; so the old witch took the form of the chamber-maid, went into the room where the Queen lay, and said to her, ""Come, the bath is ready; it will do you good, and give you fresh strength; make haste before it gets cold."""
2,67,Neutral,"The daughter also was close by; so they carried the weakly Queen into the bath-room, and put her into the bath; then they shut the door and ran away."
2,68,Neutral,But in the bath-room they had made a fire of such deadly heat that the beautiful young Queen was soon suffocated.
2,69,Neutral,"When this was done the old woman took her daughter, put a nightcap on her head, and laid her in bed in place of the Queen."
2,70,Neutral,"She gave her too the shape and the look of the Queen, only she could not make good the lost eye."
2,71,Neutral,"But in order that the King might not see it, she was to lie on the side on which she had no eye."
2,72,Happiness,"In the evening when he came home and heard that he had a son he was heartily glad, and was going to the bed of his dear wife to see how she was."
2,73,Neutral,"But the old woman quickly called out, ""For your life leave the curtains closed; the Queen ought not to see the light yet, and must have rest."""
2,74,Neutral,"The King went away, and did not find out that a false Queen was lying in the bed."
2,75,Neutral,"But at midnight, when all slept, the nurse, who was sitting in the nursery by the cradle, and who was the only person awake, saw the door open and the true Queen walk in."
2,76,Neutral,"She took the child out of the cradle, laid it on her arm, and suckled it."
2,77,Neutral,"Then she shook up its pillow, laid the child down again, and covered it with the little quilt."
2,78,Neutral,"And she did not forget the roebuck, but went into the corner where it lay, and stroked its back."
2,79,Neutral,Then she went quite silently out of the door again.
2,80,Neutral,"The next morning the nurse asked the guards whether anyone had come into the palace during the night, but they answered, ""No, we have seen no one."""
2,81,Fear,"She came thus many nights and never spoke a word: the nurse always saw her, but she did not dare to tell anyone about it."
2,82,Neutral,"When some time had passed in this manner, the Queen began to speak in the night, and said---"
2,83,Neutral,"""How fares my child, how fares my roe?"
2,84,Neutral,"Twice shall I come, then never more."""
2,85,Neutral,"The nurse did not answer, but when the Queen had gone again, went to the King and told him all."
2,86,Surprise,"The King said, ""Ah, heavens! what is this?"
2,87,Neutral,"To-morrow night I will watch by the child."""
2,88,Neutral,"In the evening he went into the nursery, and at midnight the Queen again appeared and said---"
2,89,Neutral,"""How fares my child, how fares my roe?"
2,90,Neutral,"Once will I come, then never more."""
2,91,Neutral,And she nursed the child as she was wont to do before she disappeared.
2,92,Fear,"The King dared not speak to her, but on the next night he watched again."
2,93,Neutral,Then she said---
2,94,Neutral,"""How fares my child, how fares my roe?"
2,95,Neutral,"This time I come, then never more."""
2,96,Surprise,"Then the King could not restrain himself; he sprang towards her, and said, ""You can be none other than my dear wife."""
2,97,Happiness,"She answered, ""Yes, I am your dear wife,"" and at the same moment she received life again, and by God""s grace became fresh, rosy, and full of health."
2,98,Neutral,Then she told the King the evil deed which the wicked witch and her daughter had been guilty of towards her.
2,99,Neutral,"The King ordered both to be led before the judge, and judgment was delivered against them."
2,100,Neutral,"The daughter was taken into the forest where she was torn to pieces by wild beasts, but the witch was cast into the fire and miserably burnt."
2,101,Happiness,"And as soon as she was burnt the roebuck changed his shape, and received his human form again, so the sister and brother lived happily together all their lives."
3,0,Neutral,"There was once a man whose wife died, and a woman whose husband died, and the man had a daughter, and the woman also had a daughter."
3,1,Neutral,"The girls were acquainted with each other, and went out walking together, and afterwards came to the woman in her house."
3,2,Neutral,"Then said she to the man""s daughter, ""Listen, tell thy father that I would like to marry him, and then thou shalt wash thyself in milk every morning, and drink wine, but my own daughter shall wash herself in water and drink water."""
3,3,Neutral,"The girl went home, and told her father what the woman had said."
3,4,Neutral,"The man said, ""What shall I do?"
3,5,Neutral,"Marriage is a joy and also a torment."""
3,6,Neutral,"At length as he could come to no decision, he pulled off his boot, and said, ""Take this boot, it has a hole in the sole of it."
3,7,Neutral,"Go with it up to the loft, hang it on the big nail, and then pour water into it."
3,8,Neutral,"If it hold the water, then I will again take a wife, but if it run through, I will not."""
3,9,Neutral,"The girl did as she was ordered, but the water drew the hole together, and the boot became full to the top."
3,10,Neutral,She informed her father how it had turned out.
3,11,Neutral,"Then he himself went up, and when he saw that she was right, he went to the widow and wooed her, and the wedding was celebrated."
3,12,Neutral,"The next morning, when the two girls got up, there stood before the man""s daughter milk for her to wash in and wine for her to drink, but before the woman""s daughter stood water to wash herself with and water for drinking."
3,13,Neutral,"On the second morning, stood water for washing and water for drinking before the man""s daughter as well as before the woman""s daughter."
3,14,Neutral,"And on the third morning stood water for washing and water for drinking before the man""s daughter, and milk for washing and wine for drinking, before the woman""s daughter, and so it continued."
3,15,Disgust,"The woman became bitterly unkind to her step-daughter, and day by day did her best to treat her still worse."
3,16,Disgust,"She was also envious because her step-daughter was beautiful and lovable, and her own daughter ugly and repulsive."
3,17,Neutral,"Once, in winter, when everything was frozen as hard as a stone, and hill and vale lay covered with snow, the woman made a frock of paper, called her step-daughter, and said, ""Here, put on this dress and go out into the wood, and fetch me a little basketful of strawberries,---I have a fancy for some."""
3,18,Surprise,"""Good heavens!"" said the girl, ""no strawberries grow in winter!"
3,19,Neutral,"The ground is frozen, and besides the snow has covered everything."
3,20,Surprise,And why am I to go in this paper frock?
3,21,Surprise,"It is so cold outside that one""s very breath freezes!"
3,22,Surprise,"The wind will blow through the frock, and the thorns will tear it off my body."""
3,23,Anger,"""Wilt thou contradict me again?"" said the stepmother, ""See that thou goest, and do not show thy face again until thou hast the basketful of strawberries!"""
3,24,Disgust,"Then she gave her a little piece of hard bread, and said, ""This will last thee the day,"" and thought, ""Thou wilt die of cold and hunger outside, and wilt never be seen again by me."""
3,25,Neutral,"Then the maiden was obedient, and put on the paper frock, and went out with the basket."
3,26,Neutral,"Far and wide there was nothing but snow, and not a green blade to be seen."
3,27,Neutral,When she got into the wood she saw a small house out of which peeped three dwarfs.
3,28,Neutral,"She wished them good day, and knocked modestly at the door."
3,29,Neutral,"They cried, ""Come in,"" and she entered the room and seated herself on the bench by the stove, where she began to warm herself and eat her breakfast."
3,30,Neutral,"The elves said, ""Give us, too, some of it."""
3,31,Neutral,"""Willingly,"" she said, and divided her bit of bread in two and gave them the half."
3,32,Surprise,"They asked, ""What dost thou here in the forest in the winter time, in thy thin dress?"""
3,33,Neutral,"""Ah,"" she answered, ""I am to look for a basketful of strawberries, and am not to go home until I can take them with me."""
3,34,Neutral,"When she had eaten her bread, they gave her a broom and said, ""Sweep away the snow at the back door with it."""
3,35,Neutral,"But when she was outside, the three little men said to each other, ""What shall we give her as she is so good, and has shared her bread with us?"""
3,36,Happiness,"Then said the first, ""My gift is, that she shall every day grow more beautiful."""
3,37,Happiness,"The second said, ""My gift is, that gold pieces shall fall out of her mouth every time she speaks."""
3,38,Happiness,"The third said, ""My gift is, that a king shall come and take her to wife."""
3,39,Surprise,"The girl, however, did as the little men had bidden her, swept away the snow behind the little house with the broom, and what did she find but real ripe strawberries, which came up quite dark-red out of the snow!"
3,40,Happiness,"In her joy she hastily gathered her basket full, thanked the little men, shook hands with each of them, and ran home to take her step-mother what she had longed for so much."
3,41,Neutral,"When she went in and said good-evening, a piece of gold at once fell from her mouth."
3,42,Neutral,"Thereupon she related what had happened to her in the wood, but with every word she spoke, gold pieces fell from her mouth, until very soon the whole room was covered with them."
3,43,Disgust,"""Now look at her arrogance,"" cried the step-sister, ""to throw about gold in that way!"" but she was secretly envious of it, and wanted to go into the forest also to seek strawberries."
3,44,Neutral,"The mother said, ""No, my dear little daughter, it is too cold, thou mightest die of cold."""
3,45,Neutral,"However, as her daughter let her have no peace, the mother at last yielded, made her a magnificent dress of fur, which she was obliged to put on, and gave her bread-and-butter and cake with her."
3,46,Neutral,The girl went into the forest and straight up to the little house.
3,47,Neutral,"The three little elves peeped out again, but she did not greet them, and without looking round at them and without speaking to them, she went awkwardly into the room, seated herself by the stove, and began to eat her bread-and-butter and cake."
3,48,Disgust,"""Give us some of it,"" cried the little men; but she replied, ""There is not enough for myself, so how can I give it away to other people?"""
3,49,Neutral,"When she had done eating, they said, ""There is a broom for thee, sweep all clean for us outside by the back-door."""
3,50,Disgust,"""Humph!"
3,51,Disgust,"Sweep for yourselves,"" she answered, ""I am not your servant."""
3,52,Neutral,"When she saw that they were not going to give her anything, she went out by the door."
3,53,Neutral,"Then the little men said to each other, ""What shall we give her as she is so naughty, and has a wicked envious heart, that will never let her do a good turn to any one?"""
3,54,Disgust,"The first said, ""I grant that she may grow uglier every day."""
3,55,Disgust,"The second said, ""I grant that at every word she says, a toad shall spring out of her mouth."""
3,56,Disgust,"The third said, ""I grant that she may die a miserable death."""
3,57,Anger,"The maiden looked for strawberries outside, but as she found none, she went angrily home."
3,58,Surprise,"And when she opened her mouth, and was about to tell her mother what had happened to her in the wood, with every word she said, a toad sprang out of her mouth, so that every one was seized with horror of her."
3,59,Anger,"Then the step-mother was still more enraged, and thought of nothing but how to do every possible injury to the man""s daughter, whose beauty, however, grew daily greater."
3,60,Neutral,"At length she took a cauldron, set it on the fire, and boiled yarn in it."
3,61,Neutral,"When it was boiled, she flung it on the poor girl""s shoulder, and gave her an axe in order that she might go on the frozen river, cut a hole in the ice, and rinse the yarn."
3,62,Neutral,"She was obedient, went thither and cut a hole in the ice; and while she was in the midst of her cutting, a splendid carriage came driving up, in which sat the King."
3,63,Neutral,"The carriage stopped, and the King asked,""My child, who are thou, and what art thou doing here?"""
3,64,Neutral,"""I am a poor girl, and I am rinsing yarn."""
3,65,Neutral,"Then the King felt compassion, and when he saw that she was so very beautiful, he said to her, ""Wilt thou go away with me?"""
3,66,Happiness,"""Ah, yes, with all my heart,"" she answered, for she was glad to get away from the mother and sister."
3,67,Happiness,"So she got into the carriage and drove away with the King, and when they arrived at his palace, the wedding was celebrated with great pomp, as the little men had granted to the maiden."
